Entry #,Date,Player Name,Team,Tile,Item Received,Points,Awarded Points,Image,,,Team,Total Points,,,
1311,24/02/2026,iz ky,Team 6 - Mulch Munchers,God Wars Dungeon,Bandos Hilt,5,5,,2/24/2026,,,,,,
1312,24/02/2026,Thrallen00,Team 2 - Send Noots,Slayer Bosses,Primordial Crystal,3,3,,2/24/2026,,,,,,
1314,24/02/2026,Warnock IM,Team 2 - Send Noots,Royal Titans,Giantsoul Amulet,1,1,,2/24/2026,,,,,,
1315,24/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,Shards,Crystal Armour Seed,2,2,,2/24/2026,,,,,,
1316,24/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Revenants / Wildy Shields,Ancient Totem,2,2,,2/24/2026,,,,,,
1317,24/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/24/2026,,,,,,
1318,24/02/2026,IM Silo,Team 3 - Toes of Amascut,Slayer Bosses,Primordial Crystal,3,3,,2/24/2026,,,,,,
1319,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1320,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1321,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Guthan's Warspear,1,1,,2/24/2026,,,,,,
1322,24/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Revenants / Wildy Shields,Ancient Totem,2,2,,2/24/2026,,,,,,
1323,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1324,24/02/2026,polttaa,Team 4 - Juiced Up Jubblies,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/24/2026,,,,,,
1325,24/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/24/2026,,,,,,
1326,24/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Chambers of Xeric,Dragon Claws,3,3,,2/24/2026,,,,,,
1328,24/02/2026,Osmussy,Team 3 - Toes of Amascut,Shards,Crystal Weapon Seed,2,2,,2/24/2026,,,,,,
1329,24/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1330,24/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/24/2026,,,,,,
1332,24/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/24/2026,,,,,,
1333,24/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/24/2026,,,,,,
1335,24/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/24/2026,,,,,,
1336,24/02/2026,B0nx,Team 2 - Send Noots,Slayer Bosses,Hydra Leather,5,5,,2/24/2026,,,,,,
1337,24/02/2026,L Hav Ligma,Team 1 - Ba-Ba's Big Banana Boys,God Wars Dungeon,Godsword Shard 2,1,1,,2/24/2026,,,,,,
1338,24/02/2026,Old Cynique,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1339,24/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/24/2026,,,,,,
1340,24/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Revenants / Wildy Shields,Viggora's Chainmace,5,5,,2/24/2026,,,,,,
1341,24/02/2026,Frofa,Team 7 - #Zamn67uwu>:3xD,Dragons,Dragon Metal Sheet,1,1,,2/24/2026,,,,,,
1342,24/02/2026,Frofa,Team 7 - #Zamn67uwu>:3xD,Dragons,Dragon Metal Sheet,1,1,,2/24/2026,,,,,,
1343,24/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,Zulrah,Tanzanite Mutagen,7,4,,2/24/2026,,,,,,
1344,24/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Chambers of Xeric,Ancestral Robe Bottom,3,3,,2/24/2026,,,,,,
1345,24/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Dragons,Tome of Earth,3,3,,2/24/2026,,,,,,
1346,24/02/2026,AkseleratorX,Team 6 - Mulch Munchers,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1347,24/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Barrows / Moons,Blue Moon Chestplate,1,1,,2/24/2026,,,,,,
1348,24/02/2026,Snusician,Team 3 - Toes of Amascut,Slayer Bosses,Eternal Crystal,3,3,,2/24/2026,,,,,,
1349,24/02/2026,Kyrx,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1350,24/02/2026,Daixu,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Baron,7,6,,2/24/2026,,,,,,
1351,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seercull,1,1,,2/24/2026,,,,,,
1352,24/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Godsword Shard 3,1,1,,2/24/2026,,,,,,
1353,24/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1355,24/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Revenants / Wildy Shields,Ancient Totem,2,2,,2/24/2026,,,,,,
1356,24/02/2026,Stoke024,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1357,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Dragon Axe,1,1,,2/24/2026,,,,,,
1358,24/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Colo / Inferno,Dizana's Quiver,1,1,,2/24/2026,,,,,,
1359,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Meme Tile,Jogre Champion Scroll,3,3,,2/24/2026,,,,,,
1360,24/02/2026,Nepautism,Team 7 - #Zamn67uwu>:3xD,GOTR / Tempoross / WT,Abyssal Protector,5,5,,2/24/2026,,,,,,
1361,24/02/2026,IMZICKIO,Team 6 - Mulch Munchers,DT2 Bosses,Virtus Robe Bottom,5,5,,2/24/2026,,,,,,
1363,24/02/2026,IMZICKIO,Team 6 - Mulch Munchers,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1364,24/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Colo / Inferno,Sunfire Fanatic Cuirass,2,2,,2/24/2026,,,,,,
1365,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Archer's Ring,1,1,,2/24/2026,,,,,,
1366,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Meme Tile,Hobgoblin Champion Scroll,3,2,,2/24/2026,,,,,,
1367,24/02/2026,Daixu,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Yama,Yami,7,7,,2/24/2026,,,,,,
1368,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seercull,1,1,,2/24/2026,,,,,,
1369,24/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Colo / Inferno,Sunfire Fanatic Chausses,2,2,,2/24/2026,,,,,,
1370,24/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Revenants / Wildy Shields,Malediction Shard 1,2,2,,2/24/2026,,,,,,
1371,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Warrior's Ring,1,1,,2/24/2026,,,,,,
1372,24/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Ballista Spring,2,2,,2/24/2026,,,,,,
1373,24/02/2026,ElderSix,Team 4 - Juiced Up Jubblies,DT2 Bosses,Virtus Robe Bottom,5,5,,2/24/2026,,,,,,
1374,24/02/2026,GIM Retro J,Team 4 - Juiced Up Jubblies,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/24/2026,,,,,,
1375,24/02/2026,Jin U,Team 3 - Toes of Amascut,Tombs of Amascut,Masori Body,3,3,,2/24/2026,,,,,,
1376,24/02/2026,Mr Cath,Team 2 - Send Noots,Slayer Bosses,Araxyte Fang,5,5,,2/24/2026,,,,,,
1377,24/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1378,24/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Revenants / Wildy Shields,Ancient Emblem,2,1,,2/24/2026,,,,,,
1380,24/02/2026,Osmussy,Team 3 - Toes of Amascut,Shards,Crystal Weapon Seed,2,2,,2/24/2026,,,,,,
1381,24/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1382,24/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Theatre of Blood,Justiciar Faceguard,3,3,,2/24/2026,,,,,,
1383,24/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/24/2026,,,,,,
1384,24/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,DT2 Bosses,Virtus Robe Bottom,5,5,,2/24/2026,,,,,,
1385,24/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Ballista Limb,2,2,,2/24/2026,,,,,,
1386,24/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Tormented / Demonics,Heavy Frame,3,3,,2/24/2026,,,,,,
1387,24/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1388,24/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seer's Ring,1,1,,2/24/2026,,,,,,
1389,24/02/2026,Snusician,Team 3 - Toes of Amascut,Tormented / Demonics,Light Frame,2,2,,2/24/2026,,,,,,
1390,24/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Zenyte Shard,2,2,,2/24/2026,,,,,,
1391,24/02/2026,juice mcgoos,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Baron,7,7,,2/24/2026,,,,,,
1392,24/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Ballista Limb,2,2,,2/24/2026,,,,,,
1393,24/02/2026,Yerh,Team 2 - Send Noots,Chambers of Xeric,Arcane Prayer Scroll,1,1,,2/24/2026,,,,,,
1394,24/02/2026,Snusician,Team 3 - Toes of Amascut,Tormented / Demonics,Zenyte Shard,2,2,,2/24/2026,,,,,,
1395,24/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1396,24/02/2026,GIM Chibbi,Team 2 - Send Noots,Shards,Venator Shard,2,2,,2/24/2026,,,,,,
1397,24/02/2026,Updong,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1398,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Saradomin's Light,1,1,,2/24/2026,,,,,,
1399,24/02/2026,B0nx,Team 2 - Send Noots,Chambers of Xeric,Ancestral Robe Bottom,3,3,,2/24/2026,,,,,,
1400,24/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Meme Tile,Giant Champion Scroll,3,2,,2/24/2026,,,,,,
1401,24/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Burning Claw,3,3,,2/24/2026,,,,,,
1402,24/02/2026,GIM Retro J,Team 4 - Juiced Up Jubblies,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1403,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Godsword Shard 1,1,1,,2/24/2026,,,,,,
1404,24/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1405,24/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Nightmare / PNM,Jar of Dreams,5,5,,2/24/2026,,,,,,
1406,24/02/2026,IM Silo,Team 3 - Toes of Amascut,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/24/2026,,,,,,
1407,24/02/2026,Snusician,Team 3 - Toes of Amascut,Tormented / Demonics,Monkey Tail,3,2,,2/24/2026,,,,,,
1408,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Saradomin Sword,1,1,,2/24/2026,,,,,,
1409,24/02/2026,Old Cynique,Team 7 - #Zamn67uwu>:3xD,Yama,Soulflame Horn,3,3,,2/24/2026,,,,,,
1411,24/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,God Wars Dungeon,Godsword Shard 3,1,1,,2/24/2026,,,,,,
1412,24/02/2026,Zezimmour,Team 3 - Toes of Amascut,Nightmare / PNM,Nightmare Staff,5,5,,2/24/2026,,,,,,
1413,24/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,God Wars Dungeon,Bandos Boots,2,2,,2/24/2026,,,,,,
1414,24/02/2026,Whipyyy,Team 4 - Juiced Up Jubblies,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1415,24/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Nightmare / PNM,Little Nightmare,7,7,,2/24/2026,,,,,,
1416,24/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1417,24/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Theatre of Blood,Ghrazi Rapier,3,3,,2/24/2026,,,,,,
1418,24/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1419,24/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1421,24/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dragons,Dragon Metal Sheet,1,1,,2/24/2026,,,,,,
1422,24/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Seercull,1,1,,2/24/2026,,,,,,
1423,24/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Dragons,Tome of Earth,3,3,,2/24/2026,,,,,,
1424,24/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Zenyte Shard,2,2,,2/24/2026,,,,,,
1426,24/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1427,24/02/2026,Old Cynique,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Ice Quartz,1,1,,2/24/2026,,,,,,
1428,24/02/2026,GIM_NH3,Team 3 - Toes of Amascut,Shards,Crystal Armour Seed,2,2,,2/24/2026,,,,,,
1429,24/02/2026,Nissassaah,Team 3 - Toes of Amascut,Colo / Inferno,Sunfire Fanatic Chausses,2,2,,2/24/2026,,,,,,
1430,24/02/2026,Lorna Snore,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Chromium Ingot,3,3,,2/24/2026,,,,,,
1431,24/02/2026,Kep,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Ancient Totem,2,2,,2/24/2026,,,,,,
1432,24/02/2026,Kep,Team 6 - Mulch Munchers,Revenants / Wildy Shields,Ancient Emblem,2,2,,2/24/2026,,,,,,
1433,24/02/2026,Nissassaah,Team 3 - Toes of Amascut,Colo / Inferno,Sunfire Fanatic Helm,2,2,,2/24/2026,,,,,,
1434,24/02/2026,Sjieve,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1435,24/02/2026,GIM_NH3,Team 3 - Toes of Amascut,Shards,Crystal Armour Seed,2,2,,2/24/2026,,,,,,
1436,24/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,GOTR / Tempoross / WT,Phoenix,5,5,,2/24/2026,Evidence: https://i.vgy.me/vfv66L.png,,,,,
1437,24/02/2026,Sjieve,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/24/2026,,,,,,
1438,24/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Shadow Quartz,1,1,,2/24/2026,,,,,,
1440,25/02/2026,king Ovu,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1441,25/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1442,25/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1443,25/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Chromium Ingot,3,3,,2/25/2026,,,,,,
1444,25/02/2026,Nissassaah,Team 3 - Toes of Amascut,Colo / Inferno,Dizana's Quiver,1,1,,2/25/2026,,,,,,
1445,25/02/2026,BarelyMining,Team 3 - Toes of Amascut,Colo / Inferno,Dizana's Quiver,1,1,,2/25/2026,,,,,,
1446,25/02/2026,L Hav Ligma,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1447,25/02/2026,Ex M0bileuim,Team 6 - Mulch Munchers,Meme Tile,Skeleton Champion Scroll,3,3,,2/25/2026,,,,,,
1448,25/02/2026,Nissassaah,Team 3 - Toes of Amascut,Colo / Inferno,Sunfire Fanatic Cuirass,2,1,,2/25/2026,,,,,,
1449,25/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1451,25/02/2026,L Hav Ligma,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1452,25/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Chromium Ingot,3,3,,2/25/2026,,,,,,
1454,25/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Yama,Oathplate Legs,5,5,,2/25/2026,,,,,,
1455,25/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1456,25/02/2026,Rex IM,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1457,25/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1458,25/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Dizana's Quiver,1,1,,2/25/2026,,,,,,
1459,25/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Tonalztics of Ralos,7,7,,2/25/2026,,,,,,
1460,25/02/2026,Jin U,Team 3 - Toes of Amascut,Revenants / Wildy Shields,Ancient Crystal,3,3,,2/25/2026,,,,,,
1461,25/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Dagannoth Kings,Dragon Axe,1,1,,2/25/2026,,,,,,
1463,25/02/2026,Shad IM,Team 6 - Mulch Munchers,Shards,Crystal Armour Seed,2,2,,2/25/2026,,,,,,
1464,25/02/2026,L Hav Ligma,Team 1 - Ba-Ba's Big Banana Boys,DT2 Bosses,Chromium Ingot,3,2,,2/25/2026,,,,,,
1466,25/02/2026,Zexy Dan,Team 4 - Juiced Up Jubblies,Shards,Venator Shard,2,2,,2/25/2026,,,,,,
1467,25/02/2026,Mr Gizby,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1468,25/02/2026,Fe Keir,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1470,25/02/2026,Fe Keir,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1471,25/02/2026,Fe Keir,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1472,25/02/2026,Fe Keir,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1473,25/02/2026,king Ovu,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/25/2026,,,,,,
1474,25/02/2026,B0nx,Team 2 - Send Noots,Revenants / Wildy Shields,Ancient Totem,2,2,,2/25/2026,,,,,,
1475,25/02/2026,CIA PKed JFK,Team 3 - Toes of Amascut,Zalcano,Crystal Tool Seed,2,2,,2/25/2026,,,,,,
1477,25/02/2026,GIM_NH3,Team 3 - Toes of Amascut,Shards,Crystal Armour Seed,2,2,,2/25/2026,,,,,,
1478,25/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Shards,Crystal Weapon Seed,2,2,,2/25/2026,,,,,,
1479,25/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Nightmare / PNM,Nightmare Staff,5,5,,2/25/2026,,,,,,
1480,25/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Crystal Armour Seed,2,2,,2/25/2026,,,,,,
1482,25/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Shards,Enhanced Crystal Weapon Seed,5,3,,2/25/2026,,,,,,
1483,25/02/2026,Obsoleete,Team 6 - Mulch Munchers,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1484,25/02/2026,Cory catfish,Team 6 - Mulch Munchers,Slayer Bosses,Unsired,1,1,,2/25/2026,,,,,,
1485,25/02/2026,Fe Keir,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1487,25/02/2026,Fe Keir,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1488,25/02/2026,Kobe Kenobi,Team 3 - Toes of Amascut,Tombs of Amascut,Tumeken's Guardian,7,7,,2/25/2026,,,,,,
1489,25/02/2026,LostAtSearme,Team 3 - Toes of Amascut,Shards,Crystal Armour Seed,2,2,,2/25/2026,,,,,,
1491,25/02/2026,Kobe Kenobi,Team 3 - Toes of Amascut,Revenants / Wildy Shields,Malediction Shard 1,2,2,,2/25/2026,,,,,,
1492,25/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Slayer Misc,Warped Sceptre,5,5,,2/25/2026,,,,,,
1493,25/02/2026,GIMyNewtron,Team 6 - Mulch Munchers,DT2 Bosses,Virtus Robe Bottom,5,5,,2/25/2026,,,,,,
1495,25/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Slayer Misc,Sulphur Blades,2,2,,2/25/2026,,,,,,
1496,25/02/2026,Fiddlestcks,Team 6 - Mulch Munchers,Slayer Misc,Sulphur Blades,2,2,,2/25/2026,,,,,,
1497,25/02/2026,Shad IM,Team 6 - Mulch Munchers,Tombs of Amascut,Osmumten's Fang,1,1,,2/25/2026,,,,,,
1498,25/02/2026,Coleyo,Team 7 - #Zamn67uwu>:3xD,DT2 Bosses,Chromium Ingot,3,3,,2/25/2026,,,,,,
1499,25/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Doom of Mokhaiotl,Mokhaiotl Cloth,5,5,,2/25/2026,,,,,,
1500,25/02/2026,Frofa,Team 7 - #Zamn67uwu>:3xD,Dragons,Dragon Metal Sheet,1,1,,2/25/2026,,,,,,
1501,25/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Ballista Spring,2,2,,2/25/2026,,,,,,
1502,25/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Zenyte Shard,2,2,,2/25/2026,,,,,,
1503,25/02/2026,Upravakiat,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1504,25/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/25/2026,,,,,,
1505,25/02/2026,Cartoon19F3,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1506,25/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Tombs of Amascut,Osmumten's Fang,1,1,,2/25/2026,,,,,,
1507,25/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Royal Titans,Giantsoul Amulet,1,1,,2/25/2026,,,,,,
1508,25/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Nightmare / PNM,Little Nightmare,7,7,,2/25/2026,,,,,,
1509,25/02/2026,Glewts,Team 1 - Ba-Ba's Big Banana Boys,Slayer Bosses,Eternal Crystal,3,1,,2/25/2026,,,,,,
1511,25/02/2026,Cartoon19F3,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/25/2026,,,,,,
1512,25/02/2026,Thrallen00,Team 2 - Send Noots,Slayer Bosses,Pegasian Crystal,3,3,,2/25/2026,,,,,,
1513,25/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Colo / Inferno,Dizana's Quiver,1,1,,2/25/2026,,,,,,
1514,25/02/2026,B endi,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Colo / Inferno,Dizana's Quiver,1,1,,2/25/2026,,,,,,
1515,25/02/2026,Erthwerm GIM,Team 6 - Mulch Munchers,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/25/2026,,,,,,
1516,25/02/2026,Lindsayvbee,Team 6 - Mulch Munchers,Barrows / Moons,Ahrim's Hood,1,1,,2/25/2026,,,,,,
